"ID","THETAs","THETAr","Ks[cm/h]","n","Hvg","Km","DthetaDh_Vg_Acc[%]","Se_Ini_Vg[-]","Kr_THETAini_Vg[-]","Hkg[mm]","SIGMA[-]","DthetaDh_Kg_Acc[%]","Se_Ini_Kg[-]","Kr_THETAini_Kg[-]","S_Kg[mm s-0.5]","A_Vg","B_Vg","S_Vg[mm s-0.5]","Tmax_Vg[min]","A_Inv","B_Inv","S_Inv[mm s-0.5]","SIGMA_Inv[-]","Kr_THETAini_Inv[-]","Ks_Inv[cm/h]","Tmax_Inv[min]","Ks_Qe[cm/h]","Kr_THETAini_Qe[-]","S_Qe[mm s-0.5]","Sigma_Qe[-]"
1.0,0.654,0,40.212,2.0412,37.3,2,82.0,0.21712112607913572,0.0,37299.99999999994,3.999999999137351,100.0,2.3380362780625514e-14,3.5106883706016354e-13,1.4124074481801017,0.019531143816791066,0.4666666666666666,0.0,0.0,0.015290519877676198,0.4666666666666666,2.6705531104063396,2.527634076327849,2.2249459084810788e-54,38.46702346090896,9.150010196673106,42.04368094578625,4.935046313470117e-66,2.5845420127239667,3.7719796438979114
2.0,0.43,0.05,29.7,2.68,69,1,100.0,0.8020243156160362,0.2545477658436711,96.4756996183734,0.7728651161405189,99.0,0.8024571386209866,0.25184145228853794,4.395534385442236,0.09969326367870784,0.6024254751166246,43.306592096054935,7263.597703669714,0.0999116949480411,0.5251169114540967,0.5870769622455502,1.2363595232824165,0.1095942089764313,39.93705535991889,0.5174380341662662,41.572398522849106,0.31989321306594265,0.5452843119486344,0.7000000000158364
3.0,0.43,0.05,29.7,2.68,69,1,100.0,0.4401245846389326,0.021271871872153063,96.47569916237079,0.7728651161405152,99.0,0.4814863904401001,0.02098872659621893,7.251934279376094,0.035252203550560864,0.4780116649984816,73.37717218024788,12097.098230691132,0.03806427013943809,0.48585498432629337,1.0603505117508618,0.7000018950720825,0.03597809561180014,37.071237892257805,1.6712723336352373,37.703083076534256,0.056026583237630705,1.0437702047363624,0.70000000000114
4.0,0.43,0.05,29.7,2.68,69,1,100.0,0.1615317608210901,0.0004802514200384484,96.47569952548105,0.7728651161405179,99.0,0.1727695126306427,0.0006149225102988288,9.19979685610908,0.023539164852077087,0.4669228007573538,89.96535632721537,17436.176453897406,0.023858939445072322,0.46666666666736556,1.344679143934459,3.692774068539329,1.3105159118420524e-12,36.90742707006603,2.5200322659635273,37.75370570851739,0.004591537854232429,1.3241237008848463,0.7000000000005429
5.0,0.43,0.05,29.7,2.68,69,1,100.0,0.051923562018279815,7.159513328306198e-6,96.47569932251744,0.7728651161405163,99.0,0.03287447200566891,1.5367298879298837e-5,9.957033925534466,0.020817775144037175,0.46667048507377507,95.70750690171062,19714.312241706917,0.020407735639234252,0.466666666666667,1.4459250676445072,3.448007837291769,6.921075894290887e-16,36.995134526841,2.9000043960368633,37.33441103098117,0.0005944107050323823,1.4341723020116517,0.700000000000759
6.0,0.43,0.05,29.7,2.68,69,1,100.0,0.026372201833313468,5.862984900181908e-7,96.47569932875085,0.7728651161405186,99.0,0.009020942647864159,1.8393300959306572e-6,10.080432226532114,0.020271444737328854,0.46666697935919466,96.99672526725642,20248.742563708183,0.019916507779689476,0.4666666666666667,1.4661628220906986,3.090913308571915,5.651945506480617e-17,37.00528405351469,2.9801163836784585,37.637031613063655,0.0003580239438563878,1.4499675133797367,0.7000000000009188
7.0,0.43,0.05,29.7,2.68,69,1,100.0,0.0162814440242497,9.882614099913082e-8,96.4756991805464,0.7728651161405186,99.0,0.003100251827273029,4.159170282473374e-7,10.110826023778534,0.020063504937838837,0.46666671937394183,97.50105128648988,20459.833163187697,0.019798221577886757,0.4666666666666666,1.4782827699790624,2.7581479096553174,2.121739732844742e-17,36.760882638033806,3.0700077605888323,37.510741539946636,0.00031174457014311195,1.4592454152321515,0.7000000000003921
8.0,0.43,0.05,29.7,2.68,69,1,100.0,0.011195825989288437,2.4806317350264484e-8,96.4756994822627,0.7728651161405167,99.0,0.0012402588662220933,1.3263414943801101e-7,10.120355319530663,0.019960314310980398,0.4666666798967025,97.75412153628474,20566.177581401833,0.019761351296417068,0.4666666666666666,1.4787541716468309,3.0800549656103353,9.215927315386332e-21,36.83265743912672,3.0600051808073983,37.23834414363973,0.0002981239145350897,1.4661328639399875,0.7000000000016736
9.0,0.43,0.05,29.7,2.68,69,1,100.0,0.0002340270363201567,1.5675159811895836e-14,96.47569951507268,0.7728651161405186,99.0,9.567038316531034e-10,1.4448037940534527e-12,10.12670448407774,0.019741462141140677,0.466666666666675,98.29720858744743,20795.32803048478,0.019736842124145473,0.4666666666666666,1.3026667903078715,2.38003881287995,1.988633358981427e-38,41.285879087112406,1.8899917759232496,43.24711085675416,2.873150518244197e-14,1.2341016738390853,3.8037850531626116
10.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.8450742351186039,0.08122021168541621,1295.8063427545828,1.6470891848216354,99.0,0.8717009952001005,0.0639917976164339,1.3978484088261558,0.1383150920376359,0.5099841128988886,10.30948992387998,222360.59026067264,0.16702055843685087,0.6888572154055116,0.11124009224669555,0.7000922755717599,0.4166072788853343,0.9525978389333394,76.06375975375707,0.998612976618397,0.2565106663545823,0.11174550720026832,1.2049789962077715
11.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.6942213913934482,0.018470166880617218,1295.8063475456484,1.6470891848215747,99.0,0.7622741847533323,0.013502684175962398,1.9409743446389385,0.07007871324361924,0.47651742233632916,15.132794076016024,419795.2912933714,0.09013985883837158,0.5082511607330734,0.17872545332182413,1.2413771525991957,0.07797092637451282,0.7407109416771751,130.01167914320396,0.7478091805873298,0.004016495130903934,0.17902737596987203,2.3645455649664404
12.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.5913694338187687,0.006253011001536559,1295.8063334956564,1.6470891848216225,99.0,0.6799168706850136,0.004724906877702801,2.266979501091195,0.05243996216148859,0.4700016058674861,17.788307291531673,565879.448799996,0.06694689430970936,0.4672179289235944,0.21538888696870453,2.274159111232809,0.00103361673173968,0.6642499366873115,200.02215272430223,0.6898676477761755,1.322219107981191e-7,0.2139109878991862,3.9999998990210632
13.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.5194209222562809,0.0026971469155290732,1295.8063361024997,1.6470891848215974,99.0,0.6151645726132079,0.0021784177174688224,2.493752465560595,0.04458906436205438,0.46810514502161543,19.463112950135397,672630.8929327562,0.05568242917259775,0.46666690433814917,0.23820754266474622,3.4660319558066153,4.456340298056739e-7,0.6436744407889898,260.00109691606315,0.6692745668712117,4.057867337435732e-8,0.2366799154233531,3.999999768995105
14.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.4664673841754311,0.0013624594326778641,1295.8063437568694,1.6470891848216467,99.0,0.5625068021636587,0.0011878785665267683,2.6639957865279897,0.040163564125229353,0.46739331169742815,20.6217978972175,753084.3171040327,0.04898035337360259,0.4666666702269573,0.25442183160445553,3.8910285807271046,6.6755450149199165e-9,0.6275882807943879,312.0005854224537,0.6589810249854164,1.5978440143134265e-8,0.25264850667453015,3.9999988131684594
15.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.26164366420725266,3.8150863706660045e-5,1295.8063256020937,1.6470891848215639,99.0,0.3051398060354557,6.354000113725478e-5,3.374338548834699,0.029021991672305927,0.4666870137939768,24.65919007166587,1.0739821943860485e6,0.03083868037728585,0.46666666669184975,0.3123274687531539,3.772699249264024,4.721836954059091e-11,0.7132729613066326,364.00315230442607,0.7440786788890895,1.5954568911180814e-10,0.3091984879202982,3.999992725048661
16.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.197484369413087,6.855709493757648e-6,1295.8063398857453,1.6470891848216442,99.0,0.20616142370285495,1.7356636121738554e-5,3.6103247324988548,0.026701749613150617,0.4666703230450633,25.794527363309836,1.1750799902947072e6,0.026993613145540073,0.4666666666668473,0.330720216738471,3.9631035631131337,3.3882903211263293e-13,0.7296693512983481,390.0008758013608,0.7687303871852161,2.194607216529888e-11,0.3269278978302391,3.9999750027981915
17.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.13430226015985944,6.567278726842307e-7,1295.8063355914405,1.6470891848215825,99.0,0.10736857500434838,3.187606854302253e-6,3.831333129253872,0.024752948335672473,0.46666701692153206,26.83905192665108,1.272158542297798e6,0.0240060688303415,0.4666666668634967,0.34712425572119004,2.7456232682541026,3.6905643413529807e-10,0.7581255323557209,398.00083303969524,0.7903788618194647,2.284397449014202e-12,0.3434386936887252,3.99977069711252
18.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.05460024072174556,2.774459059595637e-9,1295.8063379737746,1.647089184821604,99.0,0.013284744333742177,7.841292902144978e-8,4.0305187563576625,0.022666148598271936,0.46666666814637814,28.10135858604933,1.3946362932763859e6,0.021717077247480336,0.4666666666666666,0.3703152358935086,3.75077038711766,1.650940990571615e-19,0.7075584614540917,520.0137261872287,0.7543788295192536,1.721499495283299e-13,0.36518025377902846,3.9953209051773175
19.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.03703812844836517,2.629119751352967e-10,1295.8063314658402,1.6470891848216451,99.0,0.004162252118642605,1.7115439469371882e-8,4.04930992641123,0.02225277247378783,0.46666666680688634,28.37195430818447,1.4216242749408064e6,0.021518135332950238,0.4666666666666666,0.3739835529065544,3.5342313984741374,7.255530103036948e-21,0.6941835032111463,551.0014386434904,0.7413570240589852,1.5129541081859263e-13,0.36870043144625275,3.97912267809421
20.0,0.46,0.03,0.252,1.37,625,1,99.0,0.8895269632451738,0.057015609650252284,7831.328122273834,2.104429496377632,100.0,0.9212324769802123,0.03380354655483183,0.7546363384053048,0.15788341641974724,0.4970749918134678,7.260611058625233,1.7722809140886061e6,0.22143466998111175,0.5871218073968483,0.06046503932225019,1.4507967958522838,0.22585338886909062,0.1261681792109915,727.5433543423394,0.1345126460166233,2.7806088632263866e-5,0.060723220252336896,3.9999999967125937
21.0,0.46,0.03,0.252,1.37,625,1,99.0,0.8354758466725452,0.02865176109029819,7831.328128563182,2.104429496377652,100.0,0.8889074441088274,0.015346778634727535,0.9109877071319346,0.1060139810013275,0.48194760591482566,9.234676752101432,2.702020902822417e6,0.15700296320666637,0.4667050266509532,0.08043454428210019,3.597433785513088,7.19249705373106e-5,0.03843429632493719,8315.839951474214,0.06306355643224443,8.929675912238985e-6,0.07934421250298344,3.9999999975845344
22.0,0.46,0.03,0.252,1.37,625,1,99.0,0.7892181641224091,0.016263089498387406,7831.328215111155,2.1044294963774366,100.0,0.8608254069893442,0.00830327069899884,1.0285034614278998,0.08274840378202906,0.47534031439913993,10.709143066001177,3.5428007653562143e6,0.12532359597976955,0.46666822272108716,0.09329365010981794,3.9999374012925606,2.9176020385582055e-6,0.021600000164643494,35415.67303973162,0.0216000000000801,3.828712913717547e-6,0.0928228124019479,3.9999988703577634
23.0,0.46,0.03,0.252,1.37,625,1,99.0,0.7498270706324103,0.010053851457064689,7831.32804313271,2.1044294963775094,100.0,0.8359628447452299,0.00503971012900072,1.1226441836975984,0.06971921586083447,0.4720287207771011,11.857492320754812,4.289017180126693e6,0.10632871825914632,0.46666743573222114,0.10269528498597841,3.9999299000299997,1.441997914760185e-6,0.021600000010054788,42913.21599994247,0.021600000000654367,1.9391737619068796e-6,0.10212602198353128,3.999998747549637
24.0,0.46,0.03,0.252,1.37,625,1,99.0,0.4563032591589317,0.00015380258165448573,7831.32812380658,2.1044294963775982,100.0,0.584420044564641,0.00012144109405580064,1.8217076902132494,0.03208012694380823,0.4667486947102157,18.73433807691015,1.0495557934410566e7,0.04196992717525151,0.466666670265382,0.16758994298374447,3.947968651959779,6.747591391627001e-9,0.021600000007739352,114283.81082437657,0.021600000000914374,7.984575758189908e-9,0.16643111645094819,3.999675797630465
