Se,Diff,Kunsat,H,DθDh
0.0001,1.489850903815911e-8,4.031333880916644e-16,6346.868074939586,2.7058639697377153e-8
0.0011008008008008008,1.1439907520534407e-6,5.433870475461592e-13,3358.6013824735937,4.749925177024292e-7
0.0021016016016016017,3.7867737044764414e-6,3.9335919207300076e-12,2769.8076464926603,1.038771320314179e-6
0.0031024024024024024,7.842716180435088e-6,1.3083678227996256e-11,2452.367201350602,1.6682585378565132e-6
0.004103203203203203,1.3276198764919538e-5,3.115770400095123e-11,2240.57353515522,2.3468844171933476e-6
0.005104004004004004,2.0070539894230904e-5,6.153023187280538e-11,2084.1534959275946,3.0656988898685127e-6
0.0061048048048048045,2.8217862789961543e-5,1.0776296698515929e-10,1961.4586170689918,3.8189627537453255e-6
0.007105605605605606,3.771520744966838e-5,1.735891814656646e-10,1861.2883585742006,4.602630959867382e-6
0.008106406406406407,4.856266551568841e-5,2.6290243814369034e-10,1777.1371637386665,5.413673968508965e-6
0.009107207207207207,6.076235983321893e-5,3.7974798765047417e-10,1704.9106826248878,6.2497241498323936e-6
0.010108008008008007,7.431783459815517e-5,5.283159614044876e-10,1641.8749546838303,7.108871837576418e-6
0.01110880880880881,8.923366683934452e-5,7.129358390278189e-10,1586.1193070674476,7.989538750115269e-6
0.01210960960960961,0.00010551520659855349,9.380718581757153e-10,1536.2592106119278,8.89039493373437e-6
0.01311041041041041,0.0001231683964190801,1.2083191440404947e-9,1491.261377167893,9.810301823928864e-6
0.014111211211211212,0.000142199642013254,1.5284004028371519e-9,1450.33553618443,1.0748271804331928e-5
0.015112012012012012,0.0001626157172194428,1.9031630667690368e-9,1412.8646550234048,1.170343863010979e-5
0.016112812812812814,0.00018442369266028172,2.3375768069194844e-9,1378.358364741647,1.2675035258216121e-5
0.017113613613613615,0.00020763088122032053,2.8367313505658387e-9,1346.42094558213,1.366237687714544e-5
0.018114414414414415,0.0002322447957312983,3.4058345536916544e-9,1316.7287547419405,1.4664847679222589e-5
0.019115215215215215,0.00025827311569212157,4.050210689886234e-9,1289.0139554106213,1.568189038581294e-5
0.020116016016016015,0.0002857236607901446,4.77529892457486e-9,1263.052557459751,1.6712997836333104e-5
0.021116816816816816,0.00031460436961978005,5.586651949399402e-9,1238.6554741989441,1.7757706150589188e-5
0.022117617617617616,0.00034492328242595444,6.489934756096912e-9,1215.6617306959527,1.8815589108543647e-5
0.02311841841841842,0.00037668852700166645,7.490923532759588e-9,1193.9332341227007,1.9886253484769523e-5
0.02411921921921922,0.00040990830708379275,8.595504668158824e-9,1173.3506961810926,2.0969335140606814e-5
0.02512002002002002,0.00044459089274678955,9.809673852054906e-9,1153.8104174872756,2.2064495724256472e-5
0.02612082082082082,0.0004807446124081144,1.1139535261224818e-8,1135.2217252935964,2.3171419863501723e-5
0.02712162162162162,0.0005183778461442214,1.2591300822419326e-8,1117.5049123382057,2.428981276124253e-5
0.02812242242242242,0.000557499020079955,1.4171289544677674e-8,1100.5895642840649,2.541939812314875e-5
0.029123223223223225,0.0005981166016629789,1.5885926914439006e-8,1084.4131915193539,2.655991636124198e-5
0.030124024024024025,0.00064023909567229,1.774174434773245e-8,1068.9201015666522,2.7711123028346997e-5
0.031124824824824825,0.000683875040839156,1.974537869444115e-8,1054.0604633417615,2.8872787446976247e-5
0.032125625625625626,0.0007290330069814988,2.190357179023559e-8,1039.7895256087775,3.004469150296161e-5
0.03312642642642643,0.0007757215925708274,2.42231700522828e-8,1026.06696029227,3.1226628579468216e-5
0.034127227227227226,0.0008239494226652891,2.671112411528569e-8,1012.856307593649,3.241840261126863e-5
0.03512802802802803,0.0008737251471536834,2.9374488504770262e-8,1000.1245046560846,3.361982724254067e-5
0.03612882882882883,0.0009250574392647258,3.222042134487891e-8,987.8414832148404,3.483072507420625e-5
0.03712962962962963,0.0009779549943033502,3.525618409820623e-8,975.9798245354891,3.605092698904933e-5
0.03813043043043043,0.0010324265285819134,3.848914133545919e-8,964.5144621831791,3.7280271544674315e-5
0.03913123123123123,0.0010884807785193444,4.192676053294833e-8,953.4224249308512,3.85186044258688e-5
0.040132032032032035,0.0011461264998851696,4.5576611896095534e-8,942.6826135136296,3.9765777949172146e-5
0.04113283283283283,0.0012053724671692277,4.9446368207327576e-8,932.2756060532985,4.102165061348259e-5
0.042133633633633635,0.001266227473060271,5.354380469685771e-8,922.1834878732757,4.2286086691398995e-5
0.04313443443443443,0.0013287003280193588,5.787679893499913e-8,912.3897021484111,4.355895585671586e-5
0.044135235235235236,0.001392799859935989,6.245333074477515e-8,902.8789184216473,4.4840132844101094e-5
0.04513603603603603,0.0014585349138563027,6.728148213368262e-8,893.636916499194,4.6129497137503085e-5
0.046136836836836836,0.001525914351774491,7.236943724357168e-8,884.6504836292017,4.7426932684270924e-5
0.04713763763763764,0.0015949470524795509,7.772548231768874e-8,875.9073231929606,4.873232763235272e-5
0.04813843843843844,0.0016656419114505438,8.335800568399359e-8,867.3959734059085,5.004557408825063e-5
0.04913923923923924,0.0017380078407946164,8.927549775394784e-8,859.1057347486228,5.136656789369323e-5
0.05014004004004004,0.0018120537692224864,9.548655103601871e-8,851.0266050340111,5.269520841922366e-5
0.05114084084084084,0.0018877886420570497,1.0199986016320863e-7,843.1492211728078,5.403139837310567e-5
0.052141641641641645,0.0019652214212710706,1.0882422193396155e-7,835.4648068305365,5.537504362413064e-5
0.05314244244244244,0.002044361085550686,1.1596853536586403e-7,827.9651252797162,5.672605303706697e-5
0.054143243243243246,0.002125216630381501,1.234418017615672e-7,820.6424368447981,5.808433831962249e-5
0.05514404404404404,0.002207797068154817,1.3125312478643183e-7,813.4894604168792,5.94498138799177e-5
0.056144844844844846,0.002292111428291547,1.394117105574111e-7,806.4993385830954,6.0822396693568824e-5
0.05714564564564564,0.002378168757381773,1.4792686774271882e-7,799.6656059736177,6.220200617956893e-5
0.05814644644644645,0.002465978119338195,1.5680800767187165e-7,792.9821604788821,6.358856408424049e-5
0.05914724724724725,0.002555548595561767,1.6606464445571313e-7,786.443237032456,6.498199437260491e-5
0.06014804804804805,0.002646889285118227,1.757063951160574e-7,780.0433836918276,6.63822231265745e-5
0.06114884884884885,0.002740009304924078,1.8574297972460127e-7,773.7774397812766,6.778917844943157e-5
0.06214964964964965,0.0028349177899411053,1.9618422155079608e-7,767.6405158886023,6.920279037610885e-5
0.06315045045045045,0.0029316238933783483,2.07040047218375e-7,761.6279755315022,7.062299078883067e-5
0.06415125125125125,0.0030301367869005674,2.1832048687024557e-7,755.7354183302875,7.204971333771331e-5
0.06515205205205205,0.0031304656608425723,2.3003567434149207e-7,749.958664541872,7.34828933659593e-5
0.06615285285285286,0.003232619724428643,2.421958473402386e-7,744.2937408259231,7.492246783931446e-5
0.06715365365365365,0.003336608205996417,2.5481134763612725e-7,738.7368671280719,7.636837527948011e-5
0.06815445445445445,0.0034424403532247044,2.6789262125620124e-7,733.2844445773545,7.782055570120567e-5
0.06915525525525526,0.0035501254333647624,2.814502186879813e-7,727.9330443058809,7.927895055280525e-5
0.07015605605605606,0.0036596727334746015,2.954947950895358e-7,722.6793971082842,8.074350265986334e-5
0.07115685685685685,0.00377109156065584,3.1003711050636475e-7,717.5203838669054,8.221415617191894e-5
0.07215765765765766,0.0038843912422928555,3.2508803009490274e-7,712.4530266761769,8.369085651192327e-5
0.07315845845845846,0.0039995811262940415,3.406585243525263e-7,707.4744806062286,8.517355032830049e-5
0.07415925925925926,0.004116670581334575,3.567596693538373e-7,702.5820260516898,8.666218544943183e-5
0.07516006006006005,0.004235668997100759,3.7340264699313127e-7,697.7730616168353,8.815671084041713e-5
0.07616086086086087,0.004356585784535493,3.9059874523288336e-7,693.0450974929128,8.965707656196875e-5
0.07716166166166166,0.004479430376085032,4.083593583581362e-7,688.3957492876648,9.116323373130254e-5
0.07816246246246246,0.004604212225946349,4.2669598723664034e-7,683.8227322707481,9.267513448490904e-5
0.07916326326326327,0.004730940810315421,4.456202395846568e-7,679.3238560021159,9.419273194308818e-5
0.08016406406406407,0.004859625627636061,4.6514383023828203e-7,674.8970193134103,9.571598017614141e-5
0.08116486486486486,0.004990276198849263,4.852785814302102e-7,670.540205615082,9.724483417212728e-5
0.08216566566566566,0.005122902067642855,5.060364230718185e-7,666.2514785043877,9.877924980608804e-5
0.08316646646646647,0.0052575128007016775,5.274293930404893e-7,662.0289776515857,0.00010031918381065997
0.08416726726726727,0.005394117987957649,5.494696374720496e-7,657.8709149435969,0.00010186459374799342
0.08516806806806806,0.005532727242840372,5.72169411058313e-7,653.7755708661743,0.00010341543798290961
0.08616886886886888,0.005673350202527433,5.955410773495144e-7,649.7412911072531,0.0001049716756572167
0.08716966966966967,0.0058159965281952405,6.195971090617315e-7,645.7664833655324,0.00010653326666513648
0.08817047047047047,0.005960675905269336,6.443500883890355e-7,641.8496143497349,0.00010810017162976758
0.08917127127127127,0.006107398043675187,6.698127073204613e-7,637.9892069551115,0.00010967235188053913
0.09017207207207208,0.006256172678088535,6.959977679616119e-7,634.1838376048836,0.00011124976943159791
0.09117287287287287,0.006407009568185986,7.229181828609089e-7,630.4321337452761,0.00011283238696108089
0.09217367367367367,0.006559918498895186,7.505869753403786e-7,626.732771483694,0.00011442016779122966
0.09317447447447448,0.006714909280645301,7.790172798309793e-7,623.0844733604133,0.00011601307586930139
0.09417527527527528,0.006871991749616896,8.082223422123109e-7,619.4860062449047,0.00011761107574923502
0.09517607607607607,0.007031175767992144,8.382155201567906e-7,615.9361793485681,0.00011921413257403968
0.09617687687687687,0.00719247122420459,8.690102834781145e-7,612.4338423463074,0.00012082221205886266
0.09717767767767768,0.007355888033189019,9.006202144840767e-7,608.9778835999058,0.00012243528047471222
0.09817847847847848,0.007521436136631043,9.330590083335845e-7,605.5672284767246,0.0001240533046327925
0.09917927927927928,0.007689125503216601,9.663404733979402e-7,602.2008377576752,0.0001256762518694343
0.10018008008008009,0.007858966128881487,1.000478531626271e-6,598.8777061289039,0.00012730409003158054
0.10118088088088088,0.008030968037060575,1.035487218915101e-6,595.5968607519828,0.00012893678746281017
0.10218168168168168,0.008205141278937055,1.0713806854820189e-6,592.3573599078064,0.00013057431298986872
0.10318248248248248,0.008381495933691675,1.1081731962434428e-6,589.1582917097039,0.00013221663590968802
0.10418328328328329,0.008560042108751732,1.1458791311963807e-6,585.998772881614,0.00013386372597686656
0.10518408408408408,0.008740789940040173,1.184512985804224e-6,582.8779475974387,0.0001355155533915942
0.10618488488488488,0.008923749592224604,1.2240893713865369e-6,579.794986377961,0.00013717208878800277
0.10718568568568569,0.009108931258966255,1.264623015512749e-6,576.7490850419766,0.00013883330322291438
0.10818648648648649,0.00929634516316902,1.3061287623997977e-6,573.7394637084792,0.00014049916816498163
0.10918728728728729,0.00948600155722831,1.3486215733137085e-6,570.7653658469776,0.00014216965548419737
0.11018808808808808,0.009677910723280447,1.3921165269750135e-6,567.8260573732128,0.00014384473744175421
0.11118888888888889,0.009872082973451324,1.4366288199680187e-6,564.9208257877026,0.00014552438668024757
0.11218968968968969,0.010068528650105954,1.4821737671539713e-6,562.0489793547331,0.00014720857621419928
0.11319049049049049,0.010267258126097564,1.5287668020879895e-6,559.2098463195508,0.00014889727942089362
0.1141912912912913,0.010468281805017072,1.5764234774398388e-6,556.4027741616597,0.00015059047003151133
0.1151920920920921,0.010671610121442533,1.6251594654184495e-6,553.6271288822628,0.00015228812212254704
0.11619289289289289,0.010877253541188953,1.6749905582002857e-6,550.882294323997,0.00015399021010750464
0.11719369369369369,0.011085222561558005,1.7259326683613739e-6,548.1676715212483,0.00015569670872885006
0.1181944944944945,0.01129552771158836,1.7780018293131878e-6,545.4826780794119,0.00015740759305022037
0.1191952952952953,0.011508179552305698,1.8312141957421634e-6,542.8267475815845,0.000159122838448873
0.12019609609609609,0.011723188676973546,1.8855860440530365e-6,540.1993290212537,0.00016084242060836803
0.1211968968968969,0.011940565711343807,1.9411337728158033e-6,537.5998862596422,0.00016256631551147383
0.1221976976976977,0.012160321313908108,1.9978739032164803e-6,535.0278975064405,0.0001642944994332884
0.1231984984984985,0.012382466176149189,2.055823079511485e-6,532.4828548227441,0.0001660269489345638
