Se,Diff,Kunsat,H,DθDh
0.0001,2.00E-11,2.08E-22,8.12E+06,1.04E-11
0.001100801,2.88E-09,1.03E-18,2.19E+06,3.59E-10
0.002101602,1.15E-08,1.11E-17,1.47E+06,9.64E-10
0.003102402,2.68E-08,4.73E-17,1.14E+06,1.76E-09
0.004103203,4.96E-08,1.35E-16,948311.4443,2.73E-09
0.005104004,8.04E-08,3.09E-16,816836.1916,3.85E-09
0.006104805,1.20E-07,6.12E-16,720764.024,5.11E-09
0.007105606,1.68E-07,1.10E-15,646911.0759,6.51E-09
0.008106406,2.27E-07,1.82E-15,588041.601,8.05E-09
0.009107207,2.95E-07,2.87E-15,539818.0597,9.71E-09
0.010108008,3.74E-07,4.30E-15,499465.5268,1.15E-08
0.011108809,4.64E-07,6.22E-15,465117.6267,1.34E-08
0.01210961,5.66E-07,8.73E-15,435468.1218,1.54E-08
0.01311041,6.80E-07,1.19E-14,409572.6965,1.76E-08
0.014111211,8.06E-07,1.60E-14,386730.0511,1.98E-08
0.015112012,9.45E-07,2.10E-14,366407.3861,2.22E-08
0.016112813,1.10E-06,2.71E-14,348191.963,2.47E-08
0.017113614,1.26E-06,3.44E-14,331758.6162,2.73E-08
0.018114414,1.44E-06,4.32E-14,316847.3694,3.00E-08
0.019115215,1.64E-06,5.36E-14,303247.6467,3.28E-08
0.020116016,1.84E-06,6.59E-14,290786.9037,3.57E-08
0.021116817,2.07E-06,8.01E-14,279322.2901,3.87E-08
0.022117618,2.31E-06,9.66E-14,268734.4336,4.19E-08
0.023118418,2.56E-06,1.16E-13,258922.7381,4.51E-08
0.024119219,2.84E-06,1.37E-13,249801.7787,4.84E-08
0.02512002,3.13E-06,1.62E-13,241298.5049,5.19E-08
0.026120821,3.43E-06,1.90E-13,233350.0461,5.54E-08
0.027121622,3.75E-06,2.22E-13,225901.973,5.91E-08
0.028122422,4.10E-06,2.57E-13,218906.9067,6.29E-08
0.029123223,4.46E-06,2.97E-13,212323.3967,6.67E-08
0.030124024,4.83E-06,3.42E-13,206115.0091,7.07E-08
0.031124825,5.23E-06,3.91E-13,200249.5788,7.47E-08
0.032125626,5.65E-06,4.46E-13,194698.5937,7.89E-08
0.033126426,6.08E-06,5.06E-13,189436.6833,8.32E-08
0.034127227,6.54E-06,5.73E-13,184441.1913,8.76E-08
0.035128028,7.02E-06,6.46E-13,179691.8174,9.20E-08
0.036128829,7.52E-06,7.26E-13,175170.3145,9.66E-08
0.03712963,8.04E-06,8.14E-13,170860.2319,1.01E-07
0.03813043,8.58E-06,9.10E-13,166746.6969,1.06E-07
0.039131231,9.14E-06,1.01E-12,162816.2269,1.11E-07
0.040132032,9.73E-06,1.13E-12,159056.5692,1.16E-07
0.041132833,1.03E-05,1.25E-12,155456.5616,1.21E-07
0.042133634,1.10E-05,1.38E-12,152006.0121,1.26E-07
0.043134434,1.16E-05,1.53E-12,148695.5947,1.31E-07
0.044135235,1.23E-05,1.68E-12,145516.7577,1.37E-07
0.045136036,1.30E-05,1.85E-12,142461.6443,1.42E-07
0.046136837,1.37E-05,2.03E-12,139523.0223,1.48E-07
0.047137638,1.45E-05,2.22E-12,136694.2225,1.54E-07
0.048138438,1.53E-05,2.43E-12,133969.0843,1.59E-07
0.049139239,1.61E-05,2.65E-12,131341.9077,1.65E-07
0.05014004,1.69E-05,2.89E-12,128807.4099,1.71E-07
0.051140841,1.78E-05,3.15E-12,126360.688,1.77E-07
0.052141642,1.86E-05,3.42E-12,123997.1848,1.84E-07
0.053142442,1.95E-05,3.71E-12,121712.6585,1.90E-07
0.054143243,2.05E-05,4.02E-12,119503.1553,1.96E-07
0.055144044,2.15E-05,4.35E-12,117364.9855,2.03E-07
0.056144845,2.25E-05,4.70E-12,115294.7013,2.09E-07
0.057145646,2.35E-05,5.07E-12,113289.0769,2.16E-07
0.058146446,2.45E-05,5.46E-12,111345.0912,2.23E-07
0.059147247,2.56E-05,5.88E-12,109459.9111,2.30E-07
0.060148048,2.67E-05,6.32E-12,107630.8772,2.37E-07
0.061148849,2.79E-05,6.79E-12,105855.4906,2.44E-07
0.06214965,2.91E-05,7.29E-12,104131.4007,2.51E-07
0.06315045,3.03E-05,7.81E-12,102456.3941,2.58E-07
0.064151251,3.15E-05,8.37E-12,100828.3849,2.66E-07
0.065152052,3.28E-05,8.95E-12,99245.40555,2.73E-07
0.066152853,3.41E-05,9.56E-12,97705.59812,2.81E-07
0.067153654,3.54E-05,1.02E-11,96207.20709,2.88E-07
0.068154454,3.68E-05,1.09E-11,94748.57209,2.96E-07
0.069155255,3.82E-05,1.16E-11,93328.12155,3.04E-07
0.070156056,3.96E-05,1.24E-11,91944.36675,3.12E-07
0.071156857,4.11E-05,1.32E-11,90595.89638,3.20E-07
0.072157658,4.26E-05,1.40E-11,89281.37153,3.28E-07
0.073158458,4.41E-05,1.49E-11,87999.52103,3.37E-07
0.074159259,4.57E-05,1.58E-11,86749.13723,3.45E-07
0.07516006,4.73E-05,1.67E-11,85529.07196,3.54E-07
0.076160861,4.90E-05,1.78E-11,84338.23296,3.62E-07
0.077161662,5.07E-05,1.88E-11,83175.58041,3.71E-07
0.078162462,5.24E-05,1.99E-11,82040.12385,3.80E-07
0.079163263,5.42E-05,2.11E-11,80930.9192,3.89E-07
0.080164064,5.60E-05,2.23E-11,79847.0661,3.98E-07
0.081164865,5.78E-05,2.35E-11,78787.70536,4.07E-07
0.082165666,5.97E-05,2.49E-11,77752.01659,4.16E-07
0.083166466,6.16E-05,2.62E-11,76739.21606,4.26E-07
0.084167267,6.36E-05,2.77E-11,75748.55462,4.35E-07
0.085168068,6.56E-05,2.92E-11,74779.3158,4.45E-07
0.086168869,6.76E-05,3.07E-11,73830.81405,4.54E-07
0.08716967,6.97E-05,3.24E-11,72902.39305,4.64E-07
0.08817047,7.18E-05,3.40E-11,71993.42416,4.74E-07
0.089171271,7.40E-05,3.58E-11,71103.30498,4.84E-07
0.090172072,7.62E-05,3.77E-11,70231.45797,4.94E-07
0.091172873,7.85E-05,3.96E-11,69377.32916,5.04E-07
0.092173674,8.08E-05,4.16E-11,68540.38695,5.15E-07
0.093174474,8.31E-05,4.36E-11,67720.12102,5.25E-07
0.094175275,8.55E-05,4.58E-11,66916.04121,5.36E-07
0.095176076,8.79E-05,4.80E-11,66127.67656,5.46E-07
0.096176877,9.04E-05,5.03E-11,65354.57438,5.57E-07
0.097177678,9.29E-05,5.27E-11,64596.29931,5.68E-07
0.098178478,9.55E-05,5.53E-11,63852.43257,5.79E-07
0.099179279,9.81E-05,5.79E-11,63122.57111,5.90E-07
0.10018008,0.000100769,6.05E-11,62406.32691,6.01E-07
0.101180881,0.000103481,6.33E-11,61703.32623,6.12E-07
0.102181682,0.000106241,6.62E-11,61013.20903,6.23E-07
0.103182482,0.00010905,6.92E-11,60335.62827,6.35E-07
0.104183283,0.000111908,7.24E-11,59670.24938,6.47E-07
0.105184084,0.000114816,7.56E-11,59016.74965,6.58E-07
0.106184885,0.000117774,7.89E-11,58374.81773,6.70E-07
0.107185686,0.000120784,8.24E-11,57744.15316,6.82E-07
0.108186486,0.000123844,8.60E-11,57124.46584,6.94E-07
0.109187287,0.000126956,8.97E-11,56515.47562,7.06E-07
0.110188088,0.00013012,9.35E-11,55916.91184,7.18E-07
0.111188889,0.000133337,9.74E-11,55328.51299,7.31E-07
0.11218969,0.000136607,1.02E-10,54750.02625,7.43E-07
0.11319049,0.000139931,1.06E-10,54181.20718,7.56E-07
0.114191291,0.00014331,1.10E-10,53621.81936,7.69E-07
0.115192092,0.000146743,1.15E-10,53071.63405,7.81E-07
0.116192893,0.000150231,1.19E-10,52530.42989,7.94E-07
0.117193694,0.000153775,1.24E-10,51997.99261,8.07E-07
0.118194494,0.000157375,1.29E-10,51474.11473,8.20E-07
0.119195295,0.000161032,1.34E-10,50958.59529,8.34E-07
0.120196096,0.000164746,1.40E-10,50451.2396,8.47E-07
0.121196897,0.000168518,1.45E-10,49951.85902,8.61E-07
0.122197698,0.000172348,1.51E-10,49460.27069,8.74E-07
0.123198498,0.000176238,1.56E-10,48976.29731,8.88E-07
0.124199299,0.000180186,1.62E-10,48499.76695,9.02E-07
0.1252001,0.000184195,1.69E-10,48030.51285,9.16E-07
0.126200901,0.000188264,1.75E-10,47568.3732,9.30E-07
0.127201702,0.000192394,1.82E-10,47113.19096,9.44E-07
0.128202503,0.000196586,1.88E-10,46664.81373,9.58E-07
0.129203303,0.00020084,1.95E-10,46223.0935,9.72E-07
0.130204104,0.000205156,2.02E-10,45787.88657,9.87E-07
0.131204905,0.000209536,2.10E-10,45359.05333,1.00E-06
0.132205706,0.000213979,2.17E-10,44936.45817,1.02E-06
0.133206507,0.000218487,2.25E-10,44519.96929,1.03E-06
0.134207307,0.000223059,2.33E-10,44109.45861,1.05E-06
0.135208108,0.000227697,2.42E-10,43704.80158,1.06E-06
0.136208909,0.000232401,2.50E-10,43305.87714,1.08E-06
0.13720971,0.000237171,2.59E-10,42912.5675,1.09E-06
0.138210511,0.000242009,2.68E-10,42524.75813,1.11E-06
0.139211311,0.000246914,2.77E-10,42142.33757,1.12E-06
0.140212112,0.000251887,2.87E-10,41765.19737,1.14E-06
0.141212913,0.000256929,2.97E-10,41393.23196,1.15E-06
0.142213714,0.000262041,3.07E-10,41026.3386,1.17E-06
0.143214515,0.000267223,3.17E-10,40664.41721,1.19E-06
0.144215315,0.000272475,3.28E-10,40307.37037,1.20E-06
0.145216116,0.000277798,3.38E-10,39955.10318,1.22E-06
0.146216917,0.000283194,3.50E-10,39607.52317,1.23E-06
0.147217718,0.000288661,3.61E-10,39264.54027,1.25E-06
0.148218519,0.000294202,3.73E-10,38926.06668,1.27E-06
0.149219319,0.000299816,3.85E-10,38592.01684,1.28E-06
0.15022012,0.000305504,3.98E-10,38262.30733,1.30E-06
0.151220921,0.000311267,4.10E-10,37936.85682,1.32E-06
0.152221722,0.000317105,4.24E-10,37615.586,1.34E-06
0.153222523,0.00032302,4.37E-10,37298.41752,1.35E-06
0.154223323,0.000329011,4.51E-10,36985.27592,1.37E-06
