Se,Diff,Kunsat,H,DθDh
0.0001,1.5167043826755467e-9,1.4068875719388214e-19,361267.672561353,9.275951121450558e-11
0.0011008008008008008,1.7688639522935245e-7,4.520644474667625e-16,121803.96638029309,2.555676748800335e-9
0.0021016016016016017,6.634583618646713e-7,4.2505123372673054e-15,87632.27231183345,6.406599994189692e-9
0.0031024024024024024,1.4862366307749902e-6,1.6668674353673688e-14,71179.98233232451,1.1215356968413499e-8
0.004103203203203203,2.6660916642086336e-6,4.48434843180238e-14,61002.65713405458,1.681993343290938e-8
0.005104004004004004,4.2214988983534094e-6,9.763135892287417e-14,53908.67597739603,2.3127178586012462e-8
0.0061048048048048045,6.169355497347518e-6,1.855417689571667e-13,48600.95439144255,3.007474103849899e-8
0.007105605605605606,8.525426625174328e-6,3.207028886092519e-13,44438.069766679626,3.7617224651522255e-8
0.008106406406406407,1.1304619935472696e-5,5.16844302744942e-13,41061.17761370219,4.571974163617297e-8
0.009107207207207207,1.4521168346999574e-5,7.892900513624876e-13,38251.59369604393,5.435444535188342e-8
0.010108008008008007,1.8188758851260353e-5,1.154958485593351e-12,35867.37351767446,6.349847700099233e-8
0.01110880880880881,2.2320627239398773e-5,1.6323668872615095e-12,33811.800588047736,7.313266198810812e-8
0.01210960960960961,2.692963012030264e-5,2.241639573512672e-12,32016.383887828244,8.324063730168606e-8
0.01311041041041041,3.2028301154737506e-5,3.004518644165966e-12,30431.072653040348,9.380824258053253e-8
0.014111211211211212,3.76288959378733e-5,3.9443767929715065e-12,29018.324392776434,1.0482308063153961e-7
0.015112012012012012,4.3743428484679186e-5,5.0862317714061664e-12,27749.35142308698,1.1627419129224363e-7
0.016112812812812814,5.038370135498197e-5,6.456762204452364e-12,26601.658928346205,1.2815180367477937e-7
0.017113613613613615,5.756133086281969e-5,8.08432453364528e-12,25557.379938291022,1.4044714415849528e-7
0.018114414414414415,6.528776841994589e-5,9.998970916070912e-12,24602.11912872977,1.5315228500008208e-7
0.019115215215215215,7.357431879268067e-5,1.2232467946511375e-11,23724.13125487583,1.6626002316080276e-7
0.020116016016016015,8.243215586116779e-5,1.4818316098301004e-11,22913.725423819702,1.7976378202770782e-7
0.021116816816816816,9.187233633366234e-5,1.779176979973436e-11,22162.825298769825,1.9365753076223223e-7
0.022117617617617616,0.00010190581176867552,2.1189858079087464e-11,21464.63917177404,2.0793571741706044e-7
0.02311841841841842,0.00011254343918361127,2.50514057238532e-11,20813.40886603497,2.2259321294582601e-7
0.02411921921921922,0.00012379599047249672,2.9417054909618466e-11,20204.216128923177,2.3762526393093435e-7
0.02512002002002002,0.0001356741608125338,3.432928726178973e-11,19632.83157752416,2.530274523623096e-7
0.02612082082082082,0.00014818857620597676,3.983244631960761e-11,19095.595566345764,2.6879566117324694e-7
0.02712162162162162,0.00016134980027779176,4.59727603769191e-11,18589.323298427233,2.849260445179913e-7
0.02812242242242242,0.000175168340428996,5.2798365678296795e-11,18111.228556795166,3.014150019860379e-7
