"ID","THETAs","THETAr","Ks[cm/h]","n","Hvg","Km","DthetaDh_Vg_Acc[%]","Se_Ini_Vg[-]","Kr_THETAini_Vg[-]","Hkg[mm]","SIGMA[-]","DthetaDh_Kg_Acc[%]","Se_Ini_Kg[-]","Kr_THETAini_Kg[-]","S_Kg[mm s-0.5]","A_Vg","B_Vg","S_Vg[mm s-0.5]","Tmax_Vg[min]","A_Inv","B_Inv","S_Inv[mm s-0.5]","SIGMA_Inv[-]","Kr_THETAini_Inv[-]","Ks_Inv[cm/h]","Tmax_Inv[min]","Ks_Qe[cm/h]","Kr_THETAini_Qe[-]","S_Qe[mm s-0.5]","Sigma_Qe[-]"
1.0,0.654,0,40.212,2.0412,37.3,2,82.0,0.21712112607913572,0.0,37299.99999999994,3.9999999203994445,100.0,2.338033616594538e-14,3.5106911214954086e-13,1.412407771209022,0.019531143816791066,0.4666666666666666,0.0,0.0,0.015290519877676198,0.4666666666666666,2.6707736038406567,0.9392736317858792,1.9408445485843188e-41,38.46948415938014,9.150350479192886,42.04368083664687,9.8586531999643e-64,2.5845420147372073,3.5372434737513125
2.0,0.43,0.05,29.7,2.68,69,1,100.0,0.8020243156160362,0.2545477658436711,96.4756994665369,0.7728651161405166,99.0,0.8024571380551174,0.2518414522885388,4.395534388615491,0.09969326367870784,0.6024254751166246,43.306592096054935,7263.597703669714,0.09991169466184022,0.5254406443454117,0.5868471212709205,1.2337487276750094,0.1102012081476471,39.94502672980411,0.5175319965337437,41.57238998879177,0.3198932121080246,0.5452844928705598,0.7000000001312269
3.0,0.43,0.05,29.7,2.68,69,1,100.0,0.4401245846389326,0.021271871872153063,96.47569937015282,0.7728651161405179,99.0,0.48148639155062567,0.020988726596218758,7.251934279233675,0.035252203550560864,0.4780116649984816,73.37717218024788,12097.098230691132,0.03806427022096217,0.4858521101772033,1.0603852325836516,0.700058380880092,0.03597270658225627,37.06637907292748,1.6718013071146673,37.703083223153094,0.05602658362428109,1.043770204248488,0.7000000000000067
4.0,0.43,0.05,29.7,2.68,69,1,100.0,0.1615317608210901,0.0004802514200384484,96.47569969065549,0.7728651161405194,99.0,0.17276951319703865,0.0006149225102988246,9.199796860791398,0.023539164852077087,0.4669228007573538,89.96535632721537,17436.176453897406,0.023858939461408286,0.46666666666751283,1.3467594148057376,3.6729645400009012,1.5866259552097606e-12,36.81869126836568,2.540034701060388,37.75370571734469,0.004591537883350088,1.3241237007564106,0.7000000000004182
5.0,0.43,0.05,29.7,2.68,69,1,100.0,0.051923562018279815,7.159513328306198e-6,96.47569965790234,0.7728651161405157,99.0,0.03287447233577467,1.5367298879298908e-5,9.95703394112327,0.020817775144037175,0.46667048507377507,95.70750690171062,19714.312241706917,0.020407735646199965,0.4666666666666666,1.4459391755864788,3.8857892965375234,4.7971447863753345e-18,36.99550267839645,2.900003269017717,37.334410984880314,0.0005944107089093324,1.4341723031213833,0.7000000000009685
6.0,0.43,0.05,29.7,2.68,69,1,100.0,0.026372201833313468,5.862984900181908e-7,96.47569928406254,0.7728651161405193,99.0,0.009020942633266698,1.8393300959306503e-6,10.080432224272492,0.020271444737328854,0.46666697935919466,96.99672526725642,20248.742563708183,0.0199165077793961,0.4666666666666666,1.4661503615741063,3.717931004517138,3.3165196232452783e-20,37.00513167264571,2.9800902723696097,37.63703157986094,0.00035802394373773196,1.449967516104359,0.7000000000002524
7.0,0.43,0.05,29.7,2.68,69,1,100.0,0.0162814440242497,9.882614099913082e-8,96.47569924886254,0.772865116140519,99.0,0.0031002518359076426,4.159170282473374e-7,10.1108260273141,0.020063504937838837,0.46666671937394183,97.50105128648988,20459.833163187697,0.019798221578058238,0.4666666666666666,1.4783198784743705,2.802680202908326,1.2783982113238353e-17,36.761827053985186,3.070004148193747,37.510741600360426,0.00031174457020595795,1.459245413699514,0.7000000000013714
8.0,0.43,0.05,29.7,2.68,69,1,100.0,0.011195825989288437,2.4806317350264484e-8,96.47569963849625,0.7728651161405183,99.0,0.0012402588748162055,1.3263414943800932e-7,10.120355327681148,0.019960314310980398,0.4666666798967025,97.75412153628474,20566.177581401833,0.01976135129658711,0.4666666666666666,1.4787106875133957,2.7015261977885863,9.174618560898684e-19,36.83151146623455,3.0600156281991664,37.23834414196269,0.00029812391458895954,1.4661328657641826,0.70000000000763
9.0,0.43,0.05,29.7,2.68,69,1,100.0,0.0002340270363201567,1.5675159811895836e-14,96.47569959492132,0.7728651161405177,99.0,9.567038499133506e-10,1.4448037940534689e-12,10.126704488268452,0.019741462141140677,0.466666666666675,98.29720858744743,20795.32803048478,0.019736842124145473,0.4666666666666666,1.3027492056121401,3.7763074661805573,1.4188845635845315e-49,41.288633002914736,1.889978785112709,43.24711083877988,4.014374511605638e-15,1.234101686135618,3.9903552154683464
10.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.8450742351186039,0.08122021168541621,1295.8063389348886,1.6470891848216036,99.0,0.8717009948249519,0.06399179761643892,1.397848408974318,0.1383150920376359,0.5099841128988886,10.30948992387998,222360.59026067264,0.16702055794847973,0.688598417718929,0.11135803598243306,0.7011639502142722,0.41612203322299207,0.9530315027571064,76.0292562525358,0.9986129974606884,0.256510732541914,0.11174550510524776,1.2049788258179746
11.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.6942213913934482,0.018470166880617218,1295.8063474247974,1.64708918482159,99.0,0.762274184735819,0.013502684175961734,1.9409743446234589,0.07007871324361924,0.47651742233632916,15.132794076016024,419795.2912933714,0.09013985883173097,0.5073159053126706,0.1788194112039964,1.25113969158945,0.07621732246125741,0.7395661312755396,130.05647175844493,0.7478092364244802,0.004016922395019918,0.17902736863530874,2.3645181242361026
12.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.5913694338187687,0.006253011001536559,1295.80632317372,1.6470891848215643,99.0,0.6799168689553546,0.0047249068777038316,2.26697949842143,0.05243996216148859,0.4700016058674861,17.788307291531673,565879.448799996,0.06694689394794305,0.46847526082650354,0.21527568254483517,1.9884704038351795,0.0033911140496941886,0.6654349503491466,200.04399942262265,0.6898676422683898,1.3222181753026732e-7,0.21391098935759978,3.9999999920370706
13.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.5194209222562809,0.0026971469155290732,1295.8063472008566,1.6470891848216516,99.0,0.6151645746006461,0.0021784177174683467,2.4937524695950226,0.04458906436205438,0.46810514502161543,19.463112950135397,672630.8929327562,0.055682429460163226,0.4666666786980625,0.23820769583912646,3.8761765062158946,2.2558867243698202e-8,0.6436743379341187,260.00129438538556,0.6692745854058113,4.057865562172524e-8,0.23667991420029916,3.9999998318318246
14.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.4664673841754311,0.0013624594326778641,1295.8063560337314,1.6470891848216527,99.0,0.5625068044302087,0.0011878785665267377,2.663995792054272,0.040163564125229353,0.46739331169742815,20.6217978972175,753084.3171040327,0.04898035362735837,0.46666666822124947,0.2544234071560077,3.99405970208733,2.9148428565228637e-9,0.6275883079440311,312.00442032895967,0.6589810180072573,1.5978308837641474e-8,0.2526485064787184,3.999999878591905
15.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.26164366420725266,3.8150863706660045e-5,1295.8063278662003,1.6470891848215923,99.0,0.3051398064071154,6.354000113724533e-5,3.3743385508652346,0.029021991672305927,0.4666870137939768,24.65919007166587,1.0739821943860485e6,0.030838680393780522,0.46666666667876455,0.3123288351829025,3.853544534330567,2.2683599400431442e-11,0.7132787299824235,364.0004495008283,0.7440786912832323,1.5954628950466191e-10,0.309198486606829,3.99999229659619
16.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.197484369413087,6.855709493757648e-6,1295.8063484649956,1.6470891848216487,99.0,0.20616142484878805,1.735663612173813e-5,3.610324741808033,0.026701749613150617,0.4666703230450633,25.794527363309836,1.1750799902947072e6,0.026993613184506274,0.4666666666669109,0.33071713857783663,3.932719314666413,4.580767048351374e-13,0.7296631897278083,390.00020256575567,0.7687303858133582,2.194410922517126e-11,0.326927897668313,3.999984761536017
17.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.13430226015985944,6.567278726842307e-7,1295.8063334664382,1.6470891848215636,99.0,0.10736857482036194,3.187606854302619e-6,3.8313331265121024,0.024752948335672473,0.46666701692153206,26.83905192665108,1.272158542297798e6,0.02400606882539344,0.46667724221419526,0.34714678191599757,1.178470580178926,1.9829151616203485e-5,0.75818673969371,398.00400813304674,0.7903788775456426,2.2800826005871076e-12,0.34343869308884006,3.99996752423413
18.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.05460024072174556,2.774459059595637e-9,1295.8063403853348,1.6470891848216267,99.0,0.013284744372281904,7.841292902143729e-8,4.030518760028494,0.022666148598271936,0.46666666814637814,28.10135858604933,1.3946362932763859e6,0.021717077248328574,0.4666666666666666,0.37032748759381123,3.9851612641126053,8.84876675439338e-21,0.7075909488917896,520.000382990072,0.7543788615797575,2.0623255716237073e-13,0.36518024950526584,3.9773688575222446
19.0,0.43,0.08,1.0368,1.56,278,1,99.0,0.03703812844836517,2.629119751352967e-10,1295.806337893043,1.6470891848216154,99.0,0.004162252155610494,1.7115439469375693e-8,4.049309936377672,0.02225277247378783,0.46666666680688634,28.37195430818447,1.4216242749408064e6,0.021518135333749043,0.4666666666666666,0.3739782503500135,3.8158996295518417,1.9010102060938065e-22,0.6941732347905016,551.0021147343898,0.7413570188834655,1.577047892793471e-13,0.3687004358412616,3.9750133510482177
20.0,0.46,0.03,0.252,1.37,625,1,99.0,0.8895269632451738,0.057015609650252284,7831.3281189952195,2.104429496377493,100.0,0.9212324769509962,0.033803546554845285,0.7546363384024752,0.15788341641974724,0.4970749918134678,7.260611058625233,1.7722809140886061e6,0.22143466989897798,0.5660542933243392,0.06046342420493004,1.5627815910127085,0.18635179998313606,0.1308879406122498,611.940470872309,0.1345124687604271,2.7806104326247857e-5,0.06072322704837103,3.999999898151567
21.0,0.46,0.03,0.252,1.37,625,1,99.0,0.8354758466725452,0.02865176109029819,7831.328043156238,2.104429496377409,100.0,0.8889074431274672,0.015346778634739672,0.9109877065247582,0.1060139810013275,0.48194760591482566,9.234676752101432,2.702020902822417e6,0.1570029618197466,0.4701519908328404,0.08043495983773877,2.604246364028479,0.006534982811575873,0.038147267537437815,8551.729875541716,0.06306351915318585,8.92967870216774e-6,0.07934421451432988,3.9999999410722977
22.0,0.46,0.03,0.252,1.37,625,1,99.0,0.7892181641224091,0.016263089498387406,7831.328107819261,2.104429496377604,100.0,0.8608254055461121,0.008303270698993906,1.0285034600892136,0.08274840378202906,0.47534031439913993,10.709143066001177,3.5428007653562143e6,0.12532359468017146,0.46666823298841753,0.09329360131046162,3.9989112613468647,2.9368532829680286e-6,0.021600000149879076,35415.63740181178,0.02160000000117394,3.82872455882165e-6,0.09282281345577062,3.99999838356809
23.0,0.46,0.03,0.252,1.37,625,1,99.0,0.7498270706324103,0.010053851457064689,7831.327991543153,2.104429496377558,100.0,0.8359628439711116,0.005039710128999797,1.122644182811331,0.06971921586083447,0.4720287207771011,11.857492320754812,4.289017180126693e6,0.10632871775736366,0.46666743666356175,0.10269523801280027,3.999746711486176,1.4437441783980572e-6,0.021600000082590533,42913.176604304,0.02160000000000032,1.9391583617172667e-6,0.10212602171882608,3.999999961553914
24.0,0.46,0.03,0.252,1.37,625,1,99.0,0.4563032591589317,0.00015380258165448573,7831.328114790862,2.1044294963778003,100.0,0.5844200443512946,0.00012144109405567468,1.8217076896435755,0.03208012694380823,0.4667486947102157,18.73433807691015,1.0495557934410566e7,0.04196992715370539,0.46666666904850224,0.16759001244418936,3.999584177737358,4.465941738208249e-9,0.02160000000681712,114283.9050463035,0.02160000000001618,8.005758741819318e-9,0.16643111652539339,3.9993409144753693
25.0,0.46,0.03,0.252,1.37,625,1,99.0,0.35634989925984883,2.1250700158010876e-5,7831.3282142184935,2.1044294963774584,100.0,0.4537624101091379,2.684147203277388e-5,2.0947818602108406,0.027098357391786936,0.46667800037341756,20.583371451190885,1.2666210568602817e7,0.0319309047709462,0.4666666668348169,0.1906167979883071,3.973134274771104,3.1528179634136244e-10,0.02160000000049874,147846.5319683778,0.02160000000408653,5.631402911744115e-10,0.1899911138803334,3.9993473692753274
26.0,0.46,0.03,0.252,1.37,625,1,99.0,0.19750009383349426,1.9720514584736625e-7,7831.32807999102,2.1044294963779344,100.0,0.1891732478324638,1.086060382635556e-6,2.5597524979939554,0.021734408105335497,0.4666667718427444,23.151169334925672,1.6022904963603178e7,0.021511204975033154,0.4666666666673871,0.2284413687389555,3.756658251115815,1.3508650563267764e-12,0.02160000013959751,212343.1733273726,0.09211748536558653,1.697989509759538e-12,0.22032151883030915,3.926979079015681
